"","gene","vP0_1","vP0_2","vP4_1","vP4_2","vP7_1","vP7_2","vAd_1","vAd_2"
"54311","ENSMUSG00000100038.2",0,0,0,0,0,0,0,0
"54312","ENSMUSG00000100415.7",0,0,0,0,0,0,0,0
"54313","ENSMUSG00000101775.7",0,0,0,0,0,0,0,0
"54314","ENSMUSG00000100321.2",0,0,0,0,0,0,0,0
"54315","ENSMUSG00000100467.2",0,0,0,0,0,0,0,0
"54316","ENSMUSG00000095192.3",0,0,0,0,0,0,0,0
"54317","ENSMUSG00000100311.7",0,0,0,0,0,0,0,0
"54318","ENSMUSG00000094232.3",0,0,0,0,0,0,0,0
"54319","ENSMUSG00000099990.7",0,0,0,0,0,0,0,0
"54320","ENSMUSG00000101527.2",0,0,0,0,0,0,0,0
"54321","ENSMUSG00000096698.3",0,0,0,0,0,0,0,0
"54322","ENSMUSG00000099855.7",0,0,0,0,0,0,0,0
"54323","ENSMUSG00000094623.3",0,0,0,0,0,0,0,0
"54324","ENSMUSG00000100928.7",0,0,0,0,0,0,0,0
"54325","ENSMUSG00000100384.2",0,0,0,0,0,0,0,0
"54326","ENSMUSG00000099695.7",0,0,0,0,0,0,0,0
"54327","ENSMUSG00000100399.7",0,0,0,0,0,0,0,0
"54328","ENSMUSG00000094789.8",0,0,0,0,0,0,0,0
"54329","ENSMUSG00000094444.3",0,0,0,0,0,0,0,0
"54330","ENSMUSG00000101423.7",0,0,0,0,0,0,0,0
"54331","ENSMUSG00000095626.3",0,0,0,0,0,0,0,0
"54332","ENSMUSG00000101761.7",0,0,0,0,0,0,0,0
"54333","ENSMUSG00000099493.2",0,0,0,0,0,0,0,0
"54334","ENSMUSG00000096777.3",0,0,0,0,0,0,0,0
"54335","ENSMUSG00000100739.7",0,0,0,0,0,0,0,0
"54336","ENSMUSG00000095345.3",0,0,0,0,0,0,0,0
"54337","ENSMUSG00000100709.7",0,0,0,0,0,0,0,0
"54338","ENSMUSG00000095968.3",0,0,0,0,0,0,0,0
"54339","ENSMUSG00000101779.7",0,0,0,0,0,0,0,0
"54340","ENSMUSG00000094529.3",0,0,0,0,0,0,0,0
"54341","ENSMUSG00000101745.7",0,0,0,0,0,0,0,0
"54342","ENSMUSG00000100957.7",0,0,0,0,0,0,0,0
"54343","ENSMUSG00000099756.2",0,0,0,0,0,0,0,0
"54344","ENSMUSG00000095263.8",0,0,0,0,0,0,0,0
"54345","ENSMUSG00000096272.3",0,0,0,0,0,0,0,0
"54346","ENSMUSG00000099426.7",0,0,0,0,0,0,0,0
"54347","ENSMUSG00000096711.3",0,0,0,0,0,0,0,0
"54348","ENSMUSG00000101728.7",0,0,0,0,0,0,0,0
"54349","ENSMUSG00000100509.2",0,0,0,0,0,0,0,0
"54350","ENSMUSG00000095553.3",0,0,0,0,0,0,0,0
"54351","ENSMUSG00000101099.7",0,0,0,0,0,0,0,0
"54352","ENSMUSG00000095049.3",0,0,0,0,0,0,0,0
"54353","ENSMUSG00000101601.2",0,0,0,0,0,0,0,0
"54354","ENSMUSG00000101516.7",0,0,0,0,0,0,0,0
"54355","ENSMUSG00000101359.2",0,0,0,0,0,0,0,0
"54356","ENSMUSG00000100790.7",0,0,0,0,0,0,0,0
"54357","ENSMUSG00000101302.7",0,0,0,0,0,0,0,0
"54358","ENSMUSG00000102125.7",0,0,0,0,0,0,0,0
"54359","ENSMUSG00000095011.8",0,0,0,0,0,0,0,0
"54360","ENSMUSG00000094064.3",0,0,0,0,0,0,0,0
"54361","ENSMUSG00000099461.7",0,0,0,0,0,0,0,0
"54362","ENSMUSG00000096532.3",0,0,0,0,0,0,0,0
"54363","ENSMUSG00000101681.7",0,0,0,0,0,0,0,0
"54364","ENSMUSG00000101870.2",0,0,0,0,0,0,0,0
"54365","ENSMUSG00000101472.2",0,0,0,0,0,0,0,0
"54366","ENSMUSG00000101407.7",0,0,0,0,0,0,0,0
"54367","ENSMUSG00000099500.2",0,0,0,0,0,0,0,0
"54368","ENSMUSG00000100097.7",0,0,0,0,0,0,0,0
"54369","ENSMUSG00000101474.2",0,0,0,0,0,0,0,0
"54370","ENSMUSG00000099737.7",0,0,0,0,0,0,0,0
"54371","ENSMUSG00000101417.2",0,0,0,0,0,0,0,0
"54372","ENSMUSG00000101654.2",0,0,0,0,0,0,0,0
"54373","ENSMUSG00000101808.2",0,0,0,0,0,0,0,0
"54374","ENSMUSG00000099910.2",0,0,0,0,0,0,0,0
"54375","ENSMUSG00000099818.2",0,0,0,0,0,0,0,0
"54376","ENSMUSG00000100500.2",0,0,0,0,0,0,0,0
"54377","ENSMUSG00000100677.2",0,0,0,0,0,0,0,0
"54378","ENSMUSG00000100171.2",0,0,0,0,0,0,0,0
"54379","ENSMUSG00000099463.7",0,0,0,0,0,0,0,0
"54380","ENSMUSG00000100745.2",0,0,0,0,0,0,0,0
"54381","ENSMUSG00000101341.2",0,0,0,0,0,0,0,0
"54382","ENSMUSG00000100193.2",0,0,0,0,0,0,0,0
"54383","ENSMUSG00000099651.2",0,0,0,0,0,0,0,0
"54384","ENSMUSG00000101787.2",0,0,0,0,0,0,0,0
"54385","ENSMUSG00000101043.2",0,0,0,0,0,0,0,0
"54386","ENSMUSG00000099390.7",0,0,0,0,0,0,0,0
"54387","ENSMUSG00000100422.2",0,0,0,0,0,0,0,0
"54388","ENSMUSG00000100385.2",0,0,0,0,0,0,0,0
"54389","ENSMUSG00000100064.2",0,0,0,0,0,0,0,0
"54390","ENSMUSG00000095793.8",0,0,0,0,0,0,0,0
"54391","ENSMUSG00000101626.7",0,0,0,0,0,0,0,0
"54392","ENSMUSG00000101091.2",0,0,0,0,0,0,0,0
"54393","ENSMUSG00000100229.2",0,0,0,0,0,0,0,0
"54394","ENSMUSG00000101691.2",0,0,0,0,0,0,0,0
"54395","ENSMUSG00000100540.2",0,0,0,0,0,0,0,0
"54396","ENSMUSG00000100244.2",0,0,0,0,0,0,0,0
"54397","ENSMUSG00000099799.7",0,0,0,0,0,0,0,0
"54398","ENSMUSG00000099999.2",0,0,0,0,0,0,0,0
"54399","ENSMUSG00000101806.2",0,0,0,0,0,0,0,0
"54400","ENSMUSG00000101632.2",0,0,0,0,0,0,0,0
"54401","ENSMUSG00000099525.2",0,0,0,0,0,0,0,0
"54402","ENSMUSG00000100749.2",0,0,0,0,0,0,0,0
"54403","ENSMUSG00000099963.7",0,0,0,0,0,0,0,0
"54404","ENSMUSG00000100299.2",0,0,0,0,0,0,0,0
"54405","ENSMUSG00000101127.2",0,0,0,0,0,0,0,0
"54406","ENSMUSG00000096650.8",0,0,0,0,0,0,0,0
"54407","ENSMUSG00000102058.7",0,0,0,0,0,0,0,0
"54408","ENSMUSG00000100034.2",0,0,0,0,0,0,0,0
"54409","ENSMUSG00000099589.2",0,0,0,0,0,0,0,0
"54410","ENSMUSG00000100263.2",0,0,0,0,0,0,0,0
"54411","ENSMUSG00000101575.2",0,0,0,0,0,0,0,0
"54412","ENSMUSG00000100785.2",0,0,0,0,0,0,0,0
"54413","ENSMUSG00000099822.7",0,0,0,0,0,0,0,0
"54414","ENSMUSG00000101781.2",0,0,0,0,0,0,0,0
"54415","ENSMUSG00000101271.2",0,0,0,0,0,0,0,0
"54416","ENSMUSG00000099504.2",0,0,0,0,0,0,0,0
"54417","ENSMUSG00000101377.2",0,0,0,0,0,0,0,0
"54418","ENSMUSG00000101709.2",0,0,0,0,0,0,0,0
"54419","ENSMUSG00000099814.7",0,0,0,0,0,0,0,0
"54420","ENSMUSG00000100316.2",0,0,0,0,0,0,0,0
"54421","ENSMUSG00000101284.2",0,0,0,0,0,0,0,0
"54422","ENSMUSG00000100651.2",0,0,0,0,0,0,0,0
"54423","ENSMUSG00000101933.2",0,0,0,0,0,0,0,0
"54424","ENSMUSG00000100647.7",0,0,0,0,0,0,0,0
"54425","ENSMUSG00000101815.2",0,0,0,0,0,0,0,0
"54426","ENSMUSG00000101538.2",0,0,0,0,0,0,0,0
"54427","ENSMUSG00000100983.2",0,0,0,0,0,0,0,0
"54428","ENSMUSG00000101820.2",0,0,0,0,0,0,0,0
"54429","ENSMUSG00000100283.2",0,0,0,0,0,0,0,0
"54430","ENSMUSG00000099832.2",0,0,0,0,0,0,0,0
"54431","ENSMUSG00000101246.2",0,0,0,0,0,0,0,0
"54432","ENSMUSG00000101382.2",0,0,0,0,0,0,0,0
"54433","ENSMUSG00000099967.2",0,0,0,0,0,0,0,0
"54434","ENSMUSG00000101161.2",0,0,0,0,0,0,0,0
"54435","ENSMUSG00000100705.2",0,0,0,0,0,0,0,0
"54436","ENSMUSG00000101157.2",0,0,0,0,0,0,0,0
"54437","ENSMUSG00000099712.2",0,0,0,0,0,0,0,0
"54438","ENSMUSG00000099586.2",0,0,0,0,0,0,0,0
"54439","ENSMUSG00000100066.2",0,0,0,0,0,0,0,0
"54440","ENSMUSG00000101879.2",0,0,0,0,0,0,0,0
"54441","ENSMUSG00000099412.2",0,0,0,0,0,0,0,0
"54442","ENSMUSG00000101831.2",0,0,0,0,0,0,0,0
"54443","ENSMUSG00000100428.2",0,0,0,0,0,0,0,0
"54444","ENSMUSG00000099601.2",0,0,0,0,0,0,0,0
"54445","ENSMUSG00000101704.2",0,0,0,0,0,0,0,0
"54446","ENSMUSG00000101349.2",0,0,0,0,0,0,0,0
"54447","ENSMUSG00000101710.2",0,0,0,0,0,0,0,0
"54448","ENSMUSG00000094575.3",0,0,0,0,0,0,0,0
"54449","ENSMUSG00000100952.2",0,0,0,0,0,0,0,0
"54450","ENSMUSG00000099730.2",0,0,0,0,0,0,0,0
"54451","ENSMUSG00000101873.2",0,0,0,0,0,0,0,0
"54452","ENSMUSG00000100203.2",0,0,0,0,0,0,0,0
"54453","ENSMUSG00000099460.2",0,0,0,0,0,0,0,0
"54454","ENSMUSG00000099807.2",0,0,0,0,0,0,0,0
"54455","ENSMUSG00000101435.2",0,0,0,0,0,0,0,0
"54456","ENSMUSG00000100883.2",0,0,0,0,0,0,0,0
"54457","ENSMUSG00000100892.2",0,0,0,0,0,0,0,0
"54458","ENSMUSG00000101050.2",0,0,0,0,0,0,0,0
"54459","ENSMUSG00000099793.2",0,0,0,0,0,0,0,0
"54460","ENSMUSG00000100699.2",0,0,0,0,0,0,0,0
"54461","ENSMUSG00000096438.4",0,0,1,0,0,2,0,0
"54462","ENSMUSG00000099351.2",0,0,0,0,0,0,0,0
"54463","ENSMUSG00000099489.2",0,0,0,0,0,0,0,0
"54464","ENSMUSG00000100845.2",0,0,0,0,0,0,0,0
"54465","ENSMUSG00000096275.3",0,0,0,0,0,0,0,0
"54466","ENSMUSG00000101771.7",0,0,0,0,0,0,0,0
"54467","ENSMUSG00000100719.2",0,0,0,0,0,0,0,0
"54468","ENSMUSG00000101740.7",0,0,0,0,0,0,0,0
"54469","ENSMUSG00000101292.2",0,0,0,0,0,0,0,0
"54470","ENSMUSG00000100588.2",0,0,0,0,0,0,0,0
"54471","ENSMUSG00000102050.2",0,0,0,0,0,0,0,0
"54472","ENSMUSG00000101040.7",0,0,0,0,0,0,0,0
"54473","ENSMUSG00000101272.2",0,0,0,0,0,0,0,0
"54474","ENSMUSG00000101633.2",0,0,0,0,0,0,0,0
"54475","ENSMUSG00000101727.2",0,0,0,0,0,0,0,0
"54476","ENSMUSG00000101124.2",0,0,0,0,0,0,0,0
"54477","ENSMUSG00000099723.2",0,0,0,0,0,0,0,0
"54478","ENSMUSG00000104381.2",0,0,0,0,0,0,0,0
"54479","ENSMUSG00000093895.8",0,0,0,0,0,0,0,0
"54480","ENSMUSG00000100043.2",0,0,0,0,0,0,0,0
"54481","ENSMUSG00000099786.7",0,0,0,0,0,0,0,0
"54482","ENSMUSG00000094354.2",0,0,0,0,0,0,0,0
"54483","ENSMUSG00000095725.3",0,0,0,0,0,0,0,0
"54484","ENSMUSG00000100900.7",0,0,0,0,0,0,0,0
"54485","ENSMUSG00000095433.3",0,0,0,0,0,0,0,0
"54486","ENSMUSG00000100508.7",0,0,0,0,0,0,0,0
"54487","ENSMUSG00000100771.2",0,0,0,0,0,0,0,0
"54488","ENSMUSG00000101090.7",0,0,0,0,0,0,0,0
"54489","ENSMUSG00000100644.2",0,0,0,0,0,0,0,0
"54490","ENSMUSG00002075449.1",0,0,0,0,0,0,0,0
"54491","ENSMUSG00002074974.1",0,0,0,0,0,0,0,0
"54492","ENSMUSG00000099379.2",0,0,0,0,0,0,0,0
"54493","ENSMUSG00000100070.7",0,0,0,0,0,0,0,0
"54494","ENSMUSG00000096885.2",0,0,0,0,0,0,0,0
"54495","ENSMUSG00000095452.3",0,0,0,0,0,0,0,0
"54496","ENSMUSG00000100797.2",0,0,0,0,0,0,0,0
"54497","ENSMUSG00000099645.2",0,0,0,0,0,0,0,0
"54498","ENSMUSG00000100091.2",0,0,0,0,0,0,0,0
"54499","ENSMUSG00000100649.2",0,0,0,0,0,0,0,0
"54500","ENSMUSG00000100196.2",0,0,0,0,0,0,0,0
"54501","ENSMUSG00000099628.2",0,0,0,0,0,0,0,0
"54502","ENSMUSG00000096120.2",0,0,0,0,0,0,0,0
"54503","ENSMUSG00000099897.7",0,0,0,0,0,0,0,0
"54504","ENSMUSG00000099785.7",0,0,0,0,0,0,0,0
"54505","ENSMUSG00000094071.3",0,0,0,0,0,0,0,0
"54506","ENSMUSG00000101536.7",0,0,0,0,0,0,0,0
"54507","ENSMUSG00000099652.2",0,0,0,0,0,0,0,0
"54508","ENSMUSG00000100737.2",0,0,0,0,0,0,0,0
"54509","ENSMUSG00000099780.2",0,0,0,0,0,0,0,0
"54510","ENSMUSG00000099849.2",0,0,0,0,0,0,0,0
"54511","ENSMUSG00000100822.2",0,0,0,0,0,0,0,0
"54512","ENSMUSG00000101471.2",0,0,0,0,0,0,0,0
"54513","ENSMUSG00000101455.2",0,0,0,0,0,0,0,0
"54514","ENSMUSG00000099700.2",0,0,0,0,0,0,0,0
"54515","ENSMUSG00000101811.2",0,0,0,0,0,0,0,0
"54516","ENSMUSG00000099833.2",0,0,0,0,0,0,0,0
"54517","ENSMUSG00000101247.2",0,0,0,0,0,0,0,0
"54518","ENSMUSG00000099408.2",0,0,0,0,0,0,0,0
"54519","ENSMUSG00000101207.2",0,0,0,0,0,0,0,0
"54520","ENSMUSG00000099542.2",0,0,0,0,0,0,0,0
"54521","ENSMUSG00000100107.2",0,0,0,0,0,0,0,0
"54522","ENSMUSG00000100051.2",0,0,0,0,0,0,0,0
"54523","ENSMUSG00000099977.7",0,0,0,0,0,0,0,0
"54524","ENSMUSG00000099415.2",0,0,0,0,0,0,0,0
"54525","ENSMUSG00000100953.7",0,0,0,0,0,0,0,0
"54526","ENSMUSG00000096332.3",0,0,0,0,0,0,0,0
"54527","ENSMUSG00000100693.2",0,0,0,0,0,0,0,0
"54528","ENSMUSG00000099638.2",0,0,0,0,0,0,0,0
"54529","ENSMUSG00000094181.8",0,0,0,0,0,0,0,0
"54530","ENSMUSG00000102081.2",0,0,0,0,0,0,0,0
"54531","ENSMUSG00000102031.7",0,0,0,0,0,0,0,0
"54532","ENSMUSG00000100408.2",0,0,0,0,0,0,0,0
"54533","ENSMUSG00000100991.2",0,0,0,0,0,0,0,0
"54534","ENSMUSG00000102116.2",0,0,0,0,0,0,0,0
"54535","ENSMUSG00000101649.2",0,0,0,0,0,0,0,0
"54536","ENSMUSG00000095353.3",0,0,0,0,0,0,0,0
"54537","ENSMUSG00000101802.2",0,0,0,0,0,0,0,0
"54538","ENSMUSG00000099790.2",0,0,0,0,0,0,0,0
"54539","ENSMUSG00000101594.2",0,0,0,0,0,0,0,0
"54540","ENSMUSG00000100011.2",0,0,0,0,0,0,0,0
"54541","ENSMUSG00000100974.2",0,0,0,0,0,0,0,0
"54542","ENSMUSG00000101675.2",0,0,0,0,0,0,0,0
"54543","ENSMUSG00000100499.7",0,0,0,0,0,0,0,0
"54544","ENSMUSG00000100256.2",0,0,0,0,0,0,0,0
"54545","ENSMUSG00000101003.7",0,0,0,0,0,0,0,0
"54546","ENSMUSG00000100640.2",0,0,0,0,0,0,0,0
"54547","ENSMUSG00000100628.2",0,0,0,0,0,0,0,0
"54548","ENSMUSG00000100989.2",0,0,0,0,0,0,0,0
"54549","ENSMUSG00000100003.2",0,0,0,0,0,0,0,0
"54550","ENSMUSG00000099462.2",0,0,0,0,0,0,0,0
"54551","ENSMUSG00000101434.2",0,0,0,0,0,0,0,0
"54552","ENSMUSG00000100061.2",0,0,0,0,0,0,0,0
"54553","ENSMUSG00000100611.2",0,0,0,0,0,0,0,0
"54554","ENSMUSG00000101138.7",0,0,0,0,0,0,0,0
"54555","ENSMUSG00000100871.2",0,0,0,0,0,0,0,0
"54556","ENSMUSG00000100716.7",0,0,0,0,0,0,0,0
"54557","ENSMUSG00000100325.2",0,0,0,0,0,0,0,0
"54558","ENSMUSG00000100048.2",0,0,0,0,0,0,0,0
"54559","ENSMUSG00000099789.7",0,0,0,0,0,0,0,0
"54560","ENSMUSG00000099593.2",0,0,0,0,0,0,0,0
"54561","ENSMUSG00000101109.7",0,0,0,0,0,0,0,0
"54562","ENSMUSG00000101541.2",0,0,0,0,0,0,0,0
"54563","ENSMUSG00000094782.8",0,0,0,0,0,0,0,0
"54564","ENSMUSG00000100852.2",0,0,0,0,0,0,0,0
"54565","ENSMUSG00000099532.2",0,0,0,0,0,0,0,0
"54566","ENSMUSG00000118466.2",0,0,0,0,0,0,0,0
"54567","ENSMUSG00000102054.7",0,0,0,0,0,0,0,0
"54568","ENSMUSG00000101131.2",0,0,0,0,0,0,0,0
"54569","ENSMUSG00000099339.2",0,0,0,0,0,0,0,0
"54570","ENSMUSG00000099674.7",0,0,0,0,0,0,0,0
"54571","ENSMUSG00000101069.2",0,0,0,0,0,0,0,0
"54572","ENSMUSG00000101653.2",0,0,0,0,0,0,0,0
"54573","ENSMUSG00000100423.2",0,0,0,0,0,0,0,0
"54574","ENSMUSG00000100023.2",0,0,0,0,0,0,0,0
"54575","ENSMUSG00000099915.2",0,0,0,0,0,0,0,0
"54576","ENSMUSG00000100086.2",0,0,0,0,0,0,0,0
"54577","ENSMUSG00000101310.2",0,0,0,0,0,0,0,0
"54578","ENSMUSG00000100646.2",0,0,0,0,0,0,0,0
"54579","ENSMUSG00000101200.2",0,0,0,0,0,0,0,0
"54580","ENSMUSG00000099903.2",0,0,0,0,0,0,0,0
"54581","ENSMUSG00000100972.2",0,0,0,0,0,0,0,0
"54582","ENSMUSG00000099409.2",0,0,0,0,0,0,0,0
"54583","ENSMUSG00000099522.2",0,0,0,0,0,0,0,0
"54584","ENSMUSG00000100938.2",0,0,0,0,0,0,0,0
"54585","ENSMUSG00000101821.2",0,0,0,0,0,0,0,0
"54586","ENSMUSG00000101950.2",0,0,0,0,0,0,0,0
"54587","ENSMUSG00000099441.2",0,0,0,0,0,0,0,0
"54588","ENSMUSG00000100411.2",0,0,0,0,0,0,0,0
"54589","ENSMUSG00000100970.2",0,0,0,0,0,0,0,0
"54590","ENSMUSG00000101204.7",0,0,0,0,0,0,0,0
"54591","ENSMUSG00000095979.8",0,0,0,0,0,0,0,0
"54592","ENSMUSG00000100564.2",0,0,0,0,0,0,0,0
"54593","ENSMUSG00000101215.2",0,0,0,0,0,0,0,0
"54594","ENSMUSG00000100206.2",0,0,0,0,0,0,0,0
"54595","ENSMUSG00000100765.2",0,0,0,0,0,0,0,0
"54596","ENSMUSG00000101475.2",0,0,0,0,0,0,0,0
"54597","ENSMUSG00000099713.2",0,0,0,0,0,0,0,0
"54598","ENSMUSG00000099831.2",0,0,0,0,0,0,0,0
"54599","ENSMUSG00000101868.2",0,0,0,0,0,0,0,0
"54600","ENSMUSG00000100914.2",0,0,0,0,0,0,0,0
"54601","ENSMUSG00000100338.3",0,0,0,0,0,0,0,0
"54602","ENSMUSG00000100541.2",0,0,0,0,0,0,0,0
"54603","ENSMUSG00000099367.2",0,0,0,0,0,0,0,0
"54604","ENSMUSG00000099666.7",0,0,0,0,0,0,0,0
"54605","ENSMUSG00000100331.2",0,0,0,0,0,0,0,0
"54606","ENSMUSG00000100390.2",0,0,0,0,0,0,0,0
"54607","ENSMUSG00000101263.2",0,0,0,0,0,0,0,0
"54608","ENSMUSG00000099986.2",0,0,0,0,0,0,0,0
"54609","ENSMUSG00000100118.2",0,0,0,0,0,0,0,0
"54610","ENSMUSG00000102122.2",0,0,0,0,0,0,0,0
"54611","ENSMUSG00000099513.2",0,0,0,0,0,0,0,0
"54612","ENSMUSG00000101552.2",0,0,0,0,0,0,0,0
"54613","ENSMUSG00000100388.2",0,0,0,0,0,0,0,0
"54614","ENSMUSG00000100802.2",0,0,0,0,0,0,0,0
"54615","ENSMUSG00000101752.2",0,0,0,0,0,0,0,0
"54616","ENSMUSG00000099867.2",0,0,0,0,0,0,0,0
"54617","ENSMUSG00000101193.2",0,0,0,0,0,0,0,0
"54618","ENSMUSG00000100915.7",0,0,0,0,0,0,0,0
"54619","ENSMUSG00000096769.8",0,0,0,0,0,0,0,0
"54620","ENSMUSG00000100365.2",0,0,0,0,0,0,0,0
"54621","ENSMUSG00000099985.2",0,0,0,0,0,0,0,0
"54622","ENSMUSG00000099916.7",0,0,0,0,0,0,0,0
"54623","ENSMUSG00000101631.2",0,0,0,0,0,0,0,0
"54624","ENSMUSG00000099613.2",0,0,0,0,0,0,0,0
"54625","ENSMUSG00000101557.2",0,0,0,0,0,0,0,0
"54626","ENSMUSG00000101222.2",0,0,0,0,0,0,0,0
"54627","ENSMUSG00000100787.7",0,0,0,0,0,0,0,0
"54628","ENSMUSG00000100098.2",0,0,0,0,0,0,0,0
"54629","ENSMUSG00000099709.2",0,0,0,0,0,0,0,0
"54630","ENSMUSG00000101002.2",0,0,0,0,0,0,0,0
"54631","ENSMUSG00000101019.2",0,0,0,0,0,0,0,0
"54632","ENSMUSG00000101684.2",0,0,0,0,0,0,0,0
"54633","ENSMUSG00000100820.2",0,0,0,0,0,0,0,0
"54634","ENSMUSG00000100232.7",0,0,0,0,0,0,0,0
"54635","ENSMUSG00000100485.2",0,0,0,0,0,0,0,0
"54636","ENSMUSG00000100947.2",0,0,0,0,0,0,0,0
"54637","ENSMUSG00000100461.2",0,0,0,0,0,0,0,0
"54638","ENSMUSG00000100248.7",0,0,0,0,0,0,0,0
"54639","ENSMUSG00000101623.2",0,0,0,0,0,0,0,0
"54640","ENSMUSG00000100996.2",0,0,0,0,0,0,0,0
"54641","ENSMUSG00000101515.2",0,0,0,0,0,0,0,0
"54642","ENSMUSG00000099559.2",0,0,0,0,0,0,0,0
"54643","ENSMUSG00000099637.2",0,0,0,0,0,0,0,0
"54644","ENSMUSG00000099565.2",0,0,0,0,0,0,0,0
"54645","ENSMUSG00000100343.2",0,0,0,0,0,0,0,0
"54646","ENSMUSG00000099494.7",0,0,0,0,0,0,0,0
"54647","ENSMUSG00000102044.2",0,0,0,0,0,0,0,0
"54648","ENSMUSG00000099745.2",0,0,0,0,0,0,0,0
"54649","ENSMUSG00000101883.2",0,0,0,0,0,0,0,0
"54650","ENSMUSG00000102022.7",0,0,0,0,0,0,0,0
"54651","ENSMUSG00000095606.8",0,0,0,0,0,0,0,0
"54652","ENSMUSG00000099725.2",0,0,0,0,0,0,0,0
"54653","ENSMUSG00000100853.2",0,0,0,0,0,0,0,0
"54654","ENSMUSG00000099506.2",0,0,0,0,0,0,0,0
"54655","ENSMUSG00000100584.7",0,0,0,0,0,0,0,0
"54656","ENSMUSG00000101987.2",0,0,0,0,0,0,0,0
"54657","ENSMUSG00000100072.2",0,0,0,0,0,0,0,0
"54658","ENSMUSG00000101570.2",0,0,0,0,0,0,0,0
"54659","ENSMUSG00000101885.2",0,0,0,0,0,0,0,0
"54660","ENSMUSG00000100095.2",0,0,0,0,0,0,0,0
"54661","ENSMUSG00000101420.2",0,0,0,0,0,0,0,0
"54662","ENSMUSG00000099654.7",0,0,0,0,0,0,0,0
"54663","ENSMUSG00000100834.2",0,0,0,0,0,0,0,0
"54664","ENSMUSG00000094729.3",0,0,0,0,0,0,0,0
"54665","ENSMUSG00000100332.2",0,0,0,0,0,0,0,0
"54666","ENSMUSG00000100678.2",0,0,0,0,0,0,0,0
"54667","ENSMUSG00000100507.2",0,0,0,0,0,0,0,0
"54668","ENSMUSG00000101547.2",0,0,0,0,0,0,0,0
"54669","ENSMUSG00000100401.7",0,0,0,0,0,0,0,0
"54670","ENSMUSG00000101992.2",0,0,0,0,0,0,0,0
"54671","ENSMUSG00000101367.2",0,0,0,0,0,0,0,0
"54672","ENSMUSG00000101665.2",0,0,0,0,0,0,0,0
"54673","ENSMUSG00000100778.2",0,0,0,0,0,0,0,0
"54674","ENSMUSG00000100835.2",0,0,0,0,0,0,0,0
"54675","ENSMUSG00000101446.2",0,0,0,0,0,0,0,0
"54676","ENSMUSG00000100045.2",0,0,0,0,0,0,0,0
"54677","ENSMUSG00000101018.2",0,0,0,0,0,0,0,0
"54678","ENSMUSG00000101178.2",0,0,0,0,0,0,0,0
"54679","ENSMUSG00000101566.2",0,0,0,0,0,0,0,0
"54680","ENSMUSG00000101190.7",0,0,0,0,0,0,0,0
"54681","ENSMUSG00000099942.2",0,0,0,0,0,0,0,0
"54682","ENSMUSG00000100864.2",0,0,0,0,0,0,0,0
"54683","ENSMUSG00000101368.2",0,0,0,0,0,0,0,0
"54684","ENSMUSG00000099682.2",0,0,0,0,0,0,0,0
"54685","ENSMUSG00000100227.7",0,0,0,0,0,0,0,0
"54686","ENSMUSG00000099456.7",0,0,0,0,0,0,0,0
"54687","ENSMUSG00000099594.2",0,0,0,0,0,0,0,0
"54688","ENSMUSG00000101267.2",0,0,0,0,0,0,0,0
"54689","ENSMUSG00000101783.2",0,0,0,0,0,0,0,0
"54690","ENSMUSG00000099466.2",0,0,0,0,0,0,0,0
"54691","ENSMUSG00000100089.2",0,0,0,0,0,0,0,0
"54692","ENSMUSG00000101542.7",0,0,0,0,0,0,0,0
"54693","ENSMUSG00000096518.3",0,0,0,0,0,0,0,0
"54694","ENSMUSG00000099509.2",0,0,0,0,0,0,0,0
"54695","ENSMUSG00000100424.2",0,0,0,0,0,0,0,0
"54696","ENSMUSG00002076770.1",0,0,0,0,0,0,0,0
"54697","ENSMUSG00000101490.2",0,0,0,0,0,0,0,0
"54698","ENSMUSG00000099993.2",0,0,0,0,0,0,0,0
"54699","ENSMUSG00000101534.2",0,0,0,0,0,0,0,0
"54700","ENSMUSG00000101364.2",0,0,0,0,0,0,0,0
"54701","ENSMUSG00000101422.7",0,0,0,0,0,0,0,0
"54702","ENSMUSG00000094570.8",0,0,0,0,0,0,0,0
"54703","ENSMUSG00000100488.2",0,0,0,0,0,0,0,0
"54704","ENSMUSG00000100184.2",0,0,0,0,0,0,0,0
"54705","ENSMUSG00000101967.7",0,0,0,0,0,0,0,0
"54706","ENSMUSG00000102035.2",0,0,0,0,0,0,0,0
"54707","ENSMUSG00000101228.2",0,0,0,0,0,0,0,0
"54708","ENSMUSG00000101723.2",0,0,0,0,0,0,0,0
"54709","ENSMUSG00000102056.2",0,0,0,0,0,0,0,0
"54710","ENSMUSG00000100052.2",0,0,0,0,0,0,0,0
"54711","ENSMUSG00000099442.2",0,0,0,0,0,0,0,0
"54712","ENSMUSG00000095135.8",0,0,0,0,0,0,0,0
"54713","ENSMUSG00000100195.2",0,0,0,0,0,0,0,0
"54714","ENSMUSG00000101148.2",0,0,0,0,0,0,0,0
"54715","ENSMUSG00000101580.2",0,0,0,0,0,0,0,0
"54716","ENSMUSG00000100054.7",0,0,0,0,0,0,0,0
"54717","ENSMUSG00000100207.2",0,0,0,0,0,0,0,0
"54718","ENSMUSG00000100142.2",0,0,0,0,0,0,0,0
"54719","ENSMUSG00000100889.2",0,0,0,0,0,0,0,0
"54720","ENSMUSG00000099607.2",0,0,0,0,0,0,0,0
