"","gene","vP0_1","vP0_2","vP4_1","vP4_2","vP7_1","vP7_2","vAd_1","vAd_2"
"54721","ENSMUSG00000100242.2",0,0,0,0,0,0,0,0
"54722","ENSMUSG00000100167.7",0,0,0,0,0,0,0,0
"54723","ENSMUSG00000100144.7",0,0,0,0,0,0,0,0
"54724","ENSMUSG00000102103.2",0,0,0,0,0,0,0,0
"54725","ENSMUSG00000099527.2",0,0,0,0,0,0,0,0
"54726","ENSMUSG00000101045.2",0,0,0,0,0,0,0,0
"54727","ENSMUSG00000099920.2",0,0,0,0,0,0,0,0
"54728","ENSMUSG00000101021.2",0,0,0,0,0,0,0,0
"54729","ENSMUSG00000099485.2",0,0,0,0,0,0,0,0
"54730","ENSMUSG00000099548.2",0,0,0,0,0,0,0,0
"54731","ENSMUSG00000096875.3",0,0,0,0,0,0,0,0
"54732","ENSMUSG00000099978.2",0,0,0,0,0,0,0,0
"54733","ENSMUSG00000101150.2",0,0,0,0,0,0,0,0
"54734","ENSMUSG00000099595.2",0,0,0,0,0,0,0,0
"54735","ENSMUSG00000100539.2",0,0,0,0,0,0,0,0
"54736","ENSMUSG00000100073.2",0,0,0,0,0,0,0,0
"54737","ENSMUSG00000100223.2",0,0,0,0,0,0,0,0
"54738","ENSMUSG00000100772.2",0,0,0,0,0,0,0,0
"54739","ENSMUSG00000101782.2",0,0,0,0,0,0,0,0
"54740","ENSMUSG00000101155.7",0,0,0,0,0,0,0,0
"54741","ENSMUSG00000100295.2",0,0,0,0,0,0,0,0
"54742","ENSMUSG00000100578.2",0,0,0,0,0,0,0,0
"54743","ENSMUSG00000101245.2",0,0,0,0,0,0,0,0
"54744","ENSMUSG00000100456.2",0,0,0,0,0,0,0,0
"54745","ENSMUSG00000096122.3",0,0,0,0,0,0,0,0
"54746","ENSMUSG00000101943.2",0,0,0,0,0,0,0,0
"54747","ENSMUSG00000100724.2",0,0,0,0,0,0,0,0
"54748","ENSMUSG00000099388.2",0,0,0,0,0,0,0,0
"54749","ENSMUSG00000101399.2",0,0,0,0,0,0,0,0
"54750","ENSMUSG00000101350.7",0,0,0,0,0,0,0,0
"54751","ENSMUSG00000100614.2",0,0,0,0,0,0,0,0
"54752","ENSMUSG00000100501.2",0,0,0,0,0,0,0,0
"54753","ENSMUSG00000100083.7",0,0,0,0,0,0,0,0
"54754","ENSMUSG00000101991.2",0,0,0,0,0,0,0,0
"54755","ENSMUSG00000100076.2",0,0,0,0,0,0,0,0
"54756","ENSMUSG00000101100.7",0,0,0,0,0,0,0,0
"54757","ENSMUSG00000101744.7",0,0,0,0,0,0,0,0
"54758","ENSMUSG00000095807.3",0,0,0,0,0,0,0,0
"54759","ENSMUSG00000101317.2",0,0,0,0,0,0,0,0
"54760","ENSMUSG00000101244.7",0,0,0,0,0,0,0,0
"54761","ENSMUSG00000096626.8",0,0,0,0,0,0,0,0
"54762","ENSMUSG00000100085.2",0,0,0,0,0,0,0,0
"54763","ENSMUSG00000101424.7",0,0,0,0,0,0,0,0
"54764","ENSMUSG00000100264.2",0,0,0,0,0,0,0,0
"54765","ENSMUSG00000100715.7",0,0,0,0,0,0,0,0
"54766","ENSMUSG00000100582.2",0,0,0,0,0,0,0,0
"54767","ENSMUSG00000099551.7",0,0,0,0,0,0,0,0
"54768","ENSMUSG00000096347.3",0,0,0,0,0,0,0,0
"54769","ENSMUSG00000101531.7",0,0,0,0,0,0,0,0
"54770","ENSMUSG00000100425.2",0,0,0,0,0,0,0,0
"54771","ENSMUSG00000101005.2",0,0,0,0,0,0,0,0
"54772","ENSMUSG00000101300.7",0,0,0,0,0,0,0,0
"54773","ENSMUSG00000101426.2",0,0,0,0,0,0,0,0
"54774","ENSMUSG00000101891.7",0,0,0,0,0,0,0,0
"54775","ENSMUSG00000100238.2",0,0,0,0,0,0,0,0
"54776","ENSMUSG00000101103.2",0,0,0,0,0,0,0,0
"54777","ENSMUSG00000099866.7",0,0,0,0,0,0,0,0
"54778","ENSMUSG00000101110.2",0,0,0,0,0,0,0,0
"54779","ENSMUSG00000095141.8",0,0,0,0,0,0,0,0
"54780","ENSMUSG00000101910.2",0,0,0,0,0,0,0,0
"54781","ENSMUSG00000100579.7",0,0,0,0,0,0,0,0
"54782","ENSMUSG00000094217.3",0,0,0,0,0,0,0,0
"54783","ENSMUSG00000100057.7",0,0,0,0,0,0,0,0
"54784","ENSMUSG00000101592.2",0,0,0,0,0,0,0,0
"54785","ENSMUSG00000100609.7",0,0,0,0,0,0,0,0
"54786","ENSMUSG00000101993.2",0,0,0,0,0,0,0,0
"54787","ENSMUSG00000099935.2",0,0,0,0,0,0,0,0
"54788","ENSMUSG00000100667.2",0,0,0,0,0,0,0,0
"54789","ENSMUSG00000100012.2",0,0,0,0,0,0,0,0
"54790","ENSMUSG00000099836.2",0,0,0,0,0,0,0,0
"54791","ENSMUSG00000100575.2",0,0,0,0,0,0,0,0
"54792","ENSMUSG00000101676.2",0,0,0,0,0,0,0,0
"54793","ENSMUSG00000101510.2",0,0,0,0,0,0,0,0
"54794","ENSMUSG00000099393.7",0,0,0,0,0,0,0,0
"54795","ENSMUSG00000100404.2",0,0,0,0,0,0,0,0
"54796","ENSMUSG00000099865.2",0,0,0,0,0,0,0,0
"54797","ENSMUSG00000101353.7",0,0,0,0,0,0,0,0
"54798","ENSMUSG00000100726.2",0,0,0,0,0,0,0,0
"54799","ENSMUSG00000100474.2",0,0,0,0,0,0,0,0
"54800","ENSMUSG00000100757.2",0,0,0,0,0,0,0,0
"54801","ENSMUSG00000100606.2",0,0,0,0,0,0,0,0
"54802","ENSMUSG00000101170.2",0,0,0,0,0,0,0,0
"54803","ENSMUSG00000099355.2",0,0,0,0,0,0,0,0
"54804","ENSMUSG00000100559.2",0,0,0,0,0,0,0,0
"54805","ENSMUSG00000099739.2",0,0,0,0,0,0,0,0
"54806","ENSMUSG00000100874.2",0,0,0,0,0,0,0,0
"54807","ENSMUSG00000101689.2",0,0,0,0,0,0,0,0
"54808","ENSMUSG00000101285.7",0,0,0,0,0,0,0,0
"54809","ENSMUSG00000094821.8",0,0,0,0,0,0,0,0
"54810","ENSMUSG00000099626.2",0,0,0,0,0,0,0,0
"54811","ENSMUSG00000102108.2",0,0,0,0,0,0,0,0
"54812","ENSMUSG00000093950.3",0,0,0,0,0,0,0,0
"54813","ENSMUSG00000101323.2",0,0,0,0,0,0,0,0
"54814","ENSMUSG00000101326.7",0,0,0,0,0,0,0,0
"54815","ENSMUSG00000101466.2",0,0,0,0,0,0,0,0
"54816","ENSMUSG00000101614.2",0,0,0,0,0,0,0,0
"54817","ENSMUSG00000100307.2",0,0,0,0,0,0,0,0
"54818","ENSMUSG00000101882.2",0,0,0,0,0,0,0,0
"54819","ENSMUSG00000099585.2",0,0,0,0,0,0,0,0
"54820","ENSMUSG00000101182.2",0,0,0,0,0,0,0,0
"54821","ENSMUSG00000101668.2",0,0,0,0,0,0,0,0
"54822","ENSMUSG00000101998.2",0,0,0,0,0,0,0,0
"54823","ENSMUSG00000099975.2",0,0,0,0,0,0,0,0
"54824","ENSMUSG00000099783.2",0,0,0,0,0,0,0,0
"54825","ENSMUSG00000101390.2",0,0,0,0,0,0,0,0
"54826","ENSMUSG00000099699.2",0,0,0,0,0,0,0,0
"54827","ENSMUSG00000100856.2",0,0,0,0,0,0,0,0
"54828","ENSMUSG00000101544.2",0,0,0,0,0,0,0,0
"54829","ENSMUSG00000100159.2",0,0,0,0,0,0,0,0
"54830","ENSMUSG00000101864.2",0,0,0,0,0,0,0,0
"54831","ENSMUSG00000100712.2",0,0,0,0,0,0,0,0
"54832","ENSMUSG00000101119.2",0,0,0,0,0,0,0,0
"54833","ENSMUSG00000099520.2",0,0,0,0,0,0,0,0
"54834","ENSMUSG00000100520.2",0,0,0,0,0,0,0,0
"54835","ENSMUSG00000102107.2",0,0,0,0,0,0,0,0
"54836","ENSMUSG00000101057.2",0,0,0,0,0,0,0,0
"54837","ENSMUSG00000101125.2",0,0,0,0,0,0,0,0
"54838","ENSMUSG00000101887.2",0,0,0,0,0,0,0,0
"54839","ENSMUSG00000100521.2",0,0,0,0,0,0,0,0
"54840","ENSMUSG00000101790.2",0,0,0,0,0,0,0,0
"54841","ENSMUSG00000100452.2",0,0,0,0,0,0,0,0
"54842","ENSMUSG00000101403.2",0,0,0,0,0,0,0,0
"54843","ENSMUSG00000101830.2",0,0,0,0,0,0,0,0
"54844","ENSMUSG00000100322.7",0,0,0,0,0,0,0,0
"54845","ENSMUSG00000099350.2",0,0,0,0,0,0,0,0
"54846","ENSMUSG00000100329.2",0,0,0,0,0,0,0,0
"54847","ENSMUSG00000099940.2",0,0,0,0,0,0,0,0
"54848","ENSMUSG00000101766.2",0,0,0,0,0,0,0,0
"54849","ENSMUSG00000101530.2",0,0,0,0,0,0,0,0
"54850","ENSMUSG00000100676.2",0,0,0,0,0,0,0,0
"54851","ENSMUSG00000101539.2",0,0,0,0,0,0,0,0
"54852","ENSMUSG00000100353.2",0,0,0,0,0,0,0,0
"54853","ENSMUSG00000101022.2",0,0,0,0,0,0,0,0
"54854","ENSMUSG00000100165.2",0,0,0,0,0,0,0,0
"54855","ENSMUSG00000100077.2",0,0,0,0,0,0,0,0
"54856","ENSMUSG00000101569.2",0,0,0,0,0,0,0,0
"54857","ENSMUSG00000101184.2",0,0,0,0,0,0,0,0
"54858","ENSMUSG00000099386.2",0,0,0,0,0,0,0,0
"54859","ENSMUSG00000095103.3",0,0,0,0,0,0,0,0
"54860","ENSMUSG00000095785.3",0,0,0,0,0,0,0,0
"54861","ENSMUSG00000101982.7",0,0,0,0,0,0,0,0
"54862","ENSMUSG00000099487.2",0,0,0,0,0,0,0,0
"54863","ENSMUSG00000101507.2",0,0,0,0,0,0,0,0
"54864","ENSMUSG00000093993.8",0,0,0,0,0,0,0,0
"54865","ENSMUSG00000100956.2",0,0,0,0,0,0,0,0
"54866","ENSMUSG00000100942.2",0,0,0,0,0,0,0,0
"54867","ENSMUSG00000100333.2",0,0,0,0,0,0,0,0
"54868","ENSMUSG00000100126.2",0,0,0,0,0,0,0,0
"54869","ENSMUSG00000101679.2",0,0,0,0,0,0,0,0
"54870","ENSMUSG00000099434.2",0,0,0,0,0,0,0,0
"54871","ENSMUSG00000101177.7",0,0,0,0,0,0,0,0
"54872","ENSMUSG00000100993.2",0,0,0,0,0,0,0,0
"54873","ENSMUSG00000099778.2",0,0,0,0,0,0,0,0
"54874","ENSMUSG00000101512.2",0,0,0,0,0,0,0,0
"54875","ENSMUSG00000100136.2",0,0,0,0,0,0,0,0
"54876","ENSMUSG00000100988.7",0,0,0,0,0,0,0,0
"54877","ENSMUSG00000100982.2",0,0,0,0,0,0,0,0
"54878","ENSMUSG00000099395.2",0,0,0,0,0,0,0,0
"54879","ENSMUSG00000101758.2",0,0,0,0,0,0,0,0
"54880","ENSMUSG00000101256.2",0,0,0,0,0,0,0,0
"54881","ENSMUSG00000099368.2",0,0,0,0,0,0,0,0
"54882","ENSMUSG00000101032.7",0,0,0,0,0,0,0,0
"54883","ENSMUSG00000101010.2",0,0,0,0,0,0,0,0
"54884","ENSMUSG00000100447.2",0,0,0,0,0,0,0,0
"54885","ENSMUSG00000100607.2",0,0,0,0,0,0,0,0
"54886","ENSMUSG00000099829.2",0,0,0,0,0,0,0,0
"54887","ENSMUSG00000101278.2",0,0,0,0,0,0,0,0
"54888","ENSMUSG00000101442.2",0,0,0,0,0,0,0,0
"54889","ENSMUSG00000096666.3",0,0,0,0,0,0,0,0
"54890","ENSMUSG00000100373.7",0,0,0,0,0,0,0,0
"54891","ENSMUSG00000101202.7",0,0,0,0,0,0,0,0
"54892","ENSMUSG00000102077.2",0,0,0,0,0,0,0,0
"54893","ENSMUSG00000099852.2",0,0,0,0,0,0,0,0
"54894","ENSMUSG00000095302.3",0,0,0,0,0,0,0,0
"54895","ENSMUSG00000099570.7",0,0,0,0,0,0,0,0
"54896","ENSMUSG00000100569.2",0,0,0,0,0,0,0,0
"54897","ENSMUSG00000100809.2",0,0,0,0,0,0,0,0
"54898","ENSMUSG00000099962.2",0,0,0,0,0,0,0,0
"54899","ENSMUSG00000100547.2",0,0,0,0,0,0,0,0
"54900","ENSMUSG00000099755.2",0,0,0,0,0,0,0,0
"54901","ENSMUSG00000101686.7",0,0,0,0,0,0,0,0
"54902","ENSMUSG00000099457.2",0,0,0,0,0,0,0,0
"54903","ENSMUSG00000101313.2",0,0,0,0,0,0,0,0
"54904","ENSMUSG00000100478.2",0,0,0,0,0,0,0,0
"54905","ENSMUSG00000101083.2",0,0,0,0,0,0,0,0
"54906","ENSMUSG00000102118.2",0,0,0,0,0,0,0,0
"54907","ENSMUSG00000096881.3",0,0,0,0,0,0,0,0
"54908","ENSMUSG00000099716.2",0,0,0,0,0,0,0,0
"54909","ENSMUSG00000101794.2",0,0,0,0,0,0,0,0
"54910","ENSMUSG00000101529.2",0,0,0,0,0,0,0,0
"54911","ENSMUSG00000099335.2",0,0,0,0,0,0,0,0
"54912","ENSMUSG00000100897.2",0,0,0,0,0,0,0,0
"54913","ENSMUSG00000101139.2",0,0,0,0,0,0,0,0
"54914","ENSMUSG00000101164.7",0,0,0,0,0,0,0,0
"54915","ENSMUSG00000101825.2",0,0,0,0,0,0,0,0
"54916","ENSMUSG00000099976.2",0,0,0,0,0,0,0,0
"54917","ENSMUSG00000099501.2",0,0,0,0,0,0,0,0
"54918","ENSMUSG00000099991.2",0,0,0,0,0,0,0,0
"54919","ENSMUSG00000101358.2",0,0,0,0,0,0,0,0
"54920","ENSMUSG00000101816.2",0,0,0,0,0,0,0,0
"54921","ENSMUSG00000096016.8",0,0,0,0,0,0,0,0
"54922","ENSMUSG00000101861.2",0,0,0,0,0,0,0,0
"54923","ENSMUSG00000101598.2",0,0,0,0,0,0,0,0
"54924","ENSMUSG00000100216.2",0,0,0,0,0,0,0,0
"54925","ENSMUSG00000099641.2",0,0,0,0,0,0,0,0
"54926","ENSMUSG00000100271.2",0,0,0,0,0,0,0,0
"54927","ENSMUSG00000095634.3",0,0,0,0,0,0,0,0
"54928","ENSMUSG00000101393.2",0,0,0,0,0,0,0,0
"54929","ENSMUSG00000100885.2",0,0,0,0,0,0,0,0
"54930","ENSMUSG00000101120.2",0,0,0,0,0,0,0,0
"54931","ENSMUSG00000101216.2",0,0,0,0,0,0,0,0
"54932","ENSMUSG00000100032.2",0,0,0,0,0,0,0,0
"54933","ENSMUSG00000101080.2",0,0,0,0,0,0,0,0
"54934","ENSMUSG00000100308.2",0,0,0,0,0,0,0,0
"54935","ENSMUSG00000101106.7",0,0,0,0,0,0,0,0
"54936","ENSMUSG00000102119.7",0,0,0,0,0,0,0,0
"54937","ENSMUSG00000101147.2",0,0,0,0,0,0,0,0
"54938","ENSMUSG00000101143.2",0,0,0,0,0,0,0,0
"54939","ENSMUSG00000102005.7",0,0,0,0,0,0,0,0
"54940","ENSMUSG00000101491.2",0,0,0,0,0,0,0,0
"54941","ENSMUSG00000100624.2",0,0,0,0,0,0,0,0
"54942","ENSMUSG00000102388.6",0,0,0,0,0,0,0,0
"54943","ENSMUSG00000102131.2",0,0,0,0,0,0,0,0
"54944","ENSMUSG00000094699.3",0,0,0,0,0,0,0,0
"54945","ENSMUSG00000100659.2",0,0,0,0,0,0,0,0
"54946","ENSMUSG00000101254.2",0,0,0,0,0,0,0,0
"54947","ENSMUSG00000100976.2",0,0,0,0,0,0,0,0
"54948","ENSMUSG00000100489.2",0,0,0,0,0,0,0,0
"54949","ENSMUSG00000101239.2",0,0,0,0,0,0,0,0
"54950","ENSMUSG00000100971.2",0,0,0,0,0,0,0,0
"54951","ENSMUSG00000099555.2",0,0,0,0,0,0,0,0
"54952","ENSMUSG00000101369.2",0,0,0,0,0,0,0,0
"54953","ENSMUSG00000101096.2",0,0,0,0,0,0,0,0
"54954","ENSMUSG00000099550.7",0,0,0,0,0,0,0,0
"54955","ENSMUSG00000102065.2",0,0,0,0,0,0,0,0
"54956","ENSMUSG00000100278.2",0,0,0,0,0,0,0,0
"54957","ENSMUSG00000100692.2",0,0,0,0,0,0,0,0
"54958","ENSMUSG00000094052.3",0,0,0,0,0,0,0,0
"54959","ENSMUSG00000099530.2",0,0,0,0,0,0,0,0
"54960","ENSMUSG00000101725.7",0,0,0,0,0,0,0,0
"54961","ENSMUSG00000099948.2",0,0,0,0,0,0,0,0
"54962","ENSMUSG00000104442.2",0,0,0,0,0,0,0,0
"54963","ENSMUSG00000101440.2",0,0,0,0,0,0,0,0
"54964","ENSMUSG00000094616.8",0,0,0,0,0,0,0,0
"54965","ENSMUSG00000100653.2",0,0,0,0,0,0,0,0
"54966","ENSMUSG00000101421.2",0,0,0,0,0,0,0,0
"54967","ENSMUSG00000101706.2",0,0,0,0,0,0,0,0
"54968","ENSMUSG00000101627.2",0,0,0,0,0,0,0,0
"54969","ENSMUSG00000101852.2",0,0,0,0,0,0,0,0
"54970","ENSMUSG00000099438.2",0,0,0,0,0,0,0,0
"54971","ENSMUSG00000101786.7",0,0,0,0,0,0,0,0
"54972","ENSMUSG00000099806.2",0,0,0,0,0,0,0,0
"54973","ENSMUSG00000099704.2",0,0,0,0,0,0,0,0
"54974","ENSMUSG00000101383.2",0,0,0,0,0,0,0,0
"54975","ENSMUSG00000099914.2",0,0,0,0,0,0,0,0
"54976","ENSMUSG00000099369.2",0,0,0,0,0,0,0,0
"54977","ENSMUSG00000101893.2",0,0,0,0,0,0,0,0
"54978","ENSMUSG00000100442.2",0,0,0,0,0,0,0,0
"54979","ENSMUSG00000101518.2",0,0,0,0,0,0,0,0
"54980","ENSMUSG00000101374.7",0,0,0,0,0,0,0,0
"54981","ENSMUSG00000101255.2",0,0,0,0,0,0,0,0
"54982","ENSMUSG00000101713.2",0,0,0,0,0,0,0,0
"54983","ENSMUSG00000099531.2",0,0,0,0,0,0,0,0
"54984","ENSMUSG00000100008.2",0,0,0,0,0,0,0,0
"54985","ENSMUSG00000101134.2",0,0,0,0,0,0,0,0
"54986","ENSMUSG00000100537.2",0,0,0,0,0,0,0,0
"54987","ENSMUSG00000100535.2",0,0,0,0,0,0,0,0
"54988","ENSMUSG00000099738.2",0,0,0,0,0,0,0,0
"54989","ENSMUSG00000101988.2",0,0,0,0,0,0,0,0
"54990","ENSMUSG00000101336.2",0,0,0,0,0,0,0,0
"54991","ENSMUSG00000101593.2",0,0,0,0,0,0,0,0
"54992","ENSMUSG00000101444.7",0,0,0,0,0,0,0,0
"54993","ENSMUSG00000099733.2",0,0,0,0,0,0,0,0
"54994","ENSMUSG00000101339.2",0,0,0,0,0,0,0,0
"54995","ENSMUSG00000099731.2",0,0,0,0,0,0,0,0
"54996","ENSMUSG00000096902.8",0,0,0,0,0,0,0,0
"54997","ENSMUSG00000100694.2",0,0,0,0,0,0,0,0
"54998","ENSMUSG00000101844.2",0,0,0,0,0,0,0,0
"54999","ENSMUSG00000100898.7",0,0,0,0,0,0,0,0
"55000","ENSMUSG00000101857.2",0,0,0,0,0,0,0,0
"55001","ENSMUSG00000101836.2",0,0,0,0,0,0,0,0
"55002","ENSMUSG00000102008.2",0,0,0,0,0,0,0,0
"55003","ENSMUSG00000100869.2",0,0,0,0,0,0,0,0
"55004","ENSMUSG00000101277.2",0,0,0,0,0,0,0,0
"55005","ENSMUSG00000099371.2",0,0,0,0,0,0,0,0
"55006","ENSMUSG00000102129.7",0,0,0,0,0,0,0,0
"55007","ENSMUSG00000100359.2",0,0,0,0,0,0,0,0
"55008","ENSMUSG00000099495.2",0,0,0,0,0,0,0,0
"55009","ENSMUSG00000101747.2",0,0,0,0,0,0,0,0
"55010","ENSMUSG00000100379.7",0,0,0,0,0,0,0,0
"55011","ENSMUSG00000101715.2",0,0,0,0,0,0,0,0
"55012","ENSMUSG00000101425.2",0,0,0,0,0,0,0,0
"55013","ENSMUSG00000100698.2",0,0,0,0,0,0,0,0
"55014","ENSMUSG00000099547.2",0,0,0,0,0,0,0,0
"55015","ENSMUSG00000099782.2",0,0,0,0,0,0,0,0
"55016","ENSMUSG00000101038.2",0,0,0,0,0,0,0,0
"55017","ENSMUSG00000100604.2",0,0,0,0,0,0,0,0
"55018","ENSMUSG00000099554.2",0,0,0,0,0,0,0,0
"55019","ENSMUSG00000101757.2",0,0,0,0,0,0,0,0
"55020","ENSMUSG00000100179.2",0,0,0,0,0,0,0,0
"55021","ENSMUSG00000099685.7",0,0,0,0,0,0,0,0
"55022","ENSMUSG00000100251.2",0,0,0,0,0,0,0,0
"55023","ENSMUSG00000101774.7",0,0,0,0,0,0,0,0
"55024","ENSMUSG00000099883.2",0,0,0,0,0,0,0,0
"55025","ENSMUSG00000100363.2",0,0,0,0,0,0,0,0
"55026","ENSMUSG00000100276.2",0,0,0,0,0,0,0,0
"55027","ENSMUSG00000101318.2",0,0,0,0,0,0,0,0
"55028","ENSMUSG00000100805.2",0,0,0,0,0,0,0,0
"55029","ENSMUSG00000101528.2",0,0,0,0,0,0,0,0
"55030","ENSMUSG00000099661.2",0,0,0,0,0,0,0,0
"55031","ENSMUSG00000094507.2",0,0,0,0,0,0,0,0
"55032","ENSMUSG00000100115.2",0,0,0,0,0,0,0,0
"55033","ENSMUSG00002075716.1",0,0,0,0,0,0,0,0
"55034","ENSMUSG00000101881.2",0,0,0,0,0,0,0,0
"55035","ENSMUSG00000101218.2",0,0,0,0,0,0,0,0
"55036","ENSMUSG00002075673.1",0,0,0,0,0,0,0,0
"55037","ENSMUSG00000101128.2",0,0,0,0,0,0,0,0
"55038","ENSMUSG00000101788.2",0,0,0,0,0,0,0,0
"55039","ENSMUSG00000102087.2",0,0,0,0,0,0,0,0
"55040","ENSMUSG00000101428.2",0,0,0,0,0,0,0,0
"55041","ENSMUSG00000100140.2",0,0,0,0,0,0,0,0
"55042","ENSMUSG00000101146.2",0,0,0,0,0,0,0,0
"55043","ENSMUSG00000099499.2",0,0,0,0,0,0,0,0
"55044","ENSMUSG00000101213.2",0,0,0,0,0,0,0,0
"55045","ENSMUSG00000099896.2",0,0,0,0,0,0,0,0
"55046","ENSMUSG00000101980.2",0,0,0,0,0,0,0,0
"55047","ENSMUSG00000100669.2",0,0,0,0,0,0,0,0
"55048","ENSMUSG00000100260.2",0,0,0,0,0,0,0,0
"55049","ENSMUSG00000100675.2",0,0,0,0,0,0,0,0
"55050","ENSMUSG00000100544.2",0,0,0,0,0,0,0,0
"55051","ENSMUSG00000100902.2",0,0,0,0,0,0,0,0
"55052","ENSMUSG00000100673.2",0,0,0,0,0,0,0,0
"55053","ENSMUSG00000102025.2",0,0,0,0,0,0,0,0
"55054","ENSMUSG00000099944.2",0,0,0,0,0,0,0,0
"55055","ENSMUSG00000100226.2",0,0,0,0,0,0,0,0
"55056","ENSMUSG00000101957.2",0,0,0,0,0,0,0,0
"55057","ENSMUSG00000101071.2",0,0,0,0,0,0,0,0
"55058","ENSMUSG00000099425.2",0,0,0,0,0,0,0,0
"55059","ENSMUSG00000101020.2",0,0,0,0,0,0,0,0
"55060","ENSMUSG00000094404.2",0,0,0,0,0,0,0,0
"55061","ENSMUSG00000101408.2",0,0,0,0,0,0,0,0
"55062","ENSMUSG00000100643.2",0,0,0,0,0,0,0,0
"55063","ENSMUSG00000101898.2",0,0,0,0,0,0,0,0
"55064","ENSMUSG00000100050.2",0,0,0,0,0,0,0,0
"55065","ENSMUSG00000100708.2",0,0,0,0,0,0,0,0
"55066","ENSMUSG00000101238.2",0,0,0,0,0,0,0,0
"55067","ENSMUSG00000100406.2",0,0,0,0,0,0,0,0
"55068","ENSMUSG00000099526.2",0,0,0,0,0,0,0,0
"55069","ENSMUSG00000100560.2",0,0,0,0,0,0,0,0
"55070","ENSMUSG00000101478.2",0,0,0,0,0,0,0,0
"55071","ENSMUSG00000101283.2",0,0,0,0,0,0,0,0
"55072","ENSMUSG00000100907.2",0,0,0,0,0,0,0,0
"55073","ENSMUSG00000101960.2",0,0,0,0,0,0,0,0
"55074","ENSMUSG00000095179.3",0,0,0,0,0,0,0,0
"55075","ENSMUSG00000101917.2",0,0,0,0,0,0,0,0
"55076","ENSMUSG00000101205.2",0,0,0,0,0,0,0,0
"55077","ENSMUSG00000100526.2",0,0,0,0,0,0,0,0
"55078","ENSMUSG00000101785.2",0,0,0,0,0,0,0,0
"55079","ENSMUSG00000100149.2",0,0,0,0,0,0,0,0
"55080","ENSMUSG00000101602.2",0,0,0,0,0,0,0,0
"55081","ENSMUSG00000099953.2",0,0,0,0,0,0,0,0
"55082","ENSMUSG00000102032.2",0,0,0,0,0,0,0,0
"55083","ENSMUSG00000100823.2",0,0,0,0,0,0,0,0
"55084","ENSMUSG00000099416.2",0,0,0,0,0,0,0,0
"55085","ENSMUSG00000094647.8",0,0,0,0,0,0,0,0
"55086","ENSMUSG00000099646.2",0,0,0,0,0,0,0,0
"55087","ENSMUSG00000099535.2",0,0,0,0,0,0,0,0
"55088","ENSMUSG00000099606.2",0,0,0,0,0,0,0,0
"55089","ENSMUSG00000100063.2",0,0,0,0,0,0,0,0
"55090","ENSMUSG00000100722.2",0,0,0,0,0,0,0,0
"55091","ENSMUSG00000096898.3",0,0,0,0,0,0,0,0
"55092","ENSMUSG00000101017.2",0,0,0,0,0,0,0,0
"55093","ENSMUSG00000100366.2",0,0,0,0,0,0,0,0
"55094","ENSMUSG00000100888.2",0,0,0,0,0,0,0,0
"55095","ENSMUSG00000100433.2",0,0,0,0,0,0,0,0
"55096","ENSMUSG00000102111.2",0,0,0,0,0,0,0,0
"55097","ENSMUSG00000101060.2",0,0,0,0,0,0,0,0
"55098","ENSMUSG00000099792.2",0,0,0,0,0,0,0,0
"55099","ENSMUSG00000099497.2",0,0,0,0,0,0,0,0
"55100","ENSMUSG00000099479.2",0,0,0,0,0,0,0,0
"55101","ENSMUSG00000101115.2",0,0,0,0,0,0,0,0
"55102","ENSMUSG00000100849.2",0,0,0,0,0,0,0,0
"55103","ENSMUSG00000101194.2",0,0,0,0,0,0,0,0
"55104","ENSMUSG00000099742.2",0,0,0,0,0,0,0,0
"55105","ENSMUSG00000100999.2",0,0,0,0,0,0,0,0
"55106","ENSMUSG00000101562.2",0,0,0,0,0,0,0,0
"55107","ENSMUSG00000101321.2",0,0,0,0,0,0,0,0
"55108","ENSMUSG00000100328.7",0,0,0,0,0,0,0,0
"55109","ENSMUSG00000101098.2",0,0,0,0,0,0,0,0
"55110","ENSMUSG00000094739.3",0,0,0,0,0,0,0,0
"55111","ENSMUSG00000102071.2",0,0,0,0,0,0,0,0
"55112","ENSMUSG00000100741.2",0,0,0,0,0,0,0,0
"55113","ENSMUSG00000101804.2",0,0,0,0,0,0,0,0
"55114","ENSMUSG00000099621.2",0,0,0,0,0,0,0,0
"55115","ENSMUSG00000095867.3",0,0,0,0,0,0,0,0
"55116","ENSMUSG00000100784.2",0,0,0,0,0,0,0,0
"55117","ENSMUSG00000101044.2",0,0,0,0,0,0,0,0
"55118","ENSMUSG00000099670.2",0,0,0,0,0,0,0,0
"55119","ENSMUSG00000099636.2",0,0,0,0,0,0,0,0
"55120","ENSMUSG00000094746.8",0,0,0,0,0,0,0,0
"55121","ENSMUSG00000100494.2",0,0,0,0,0,0,0,0
"55122","ENSMUSG00000101118.2",0,0,0,0,0,0,0,0
"55123","ENSMUSG00000101748.2",0,0,0,0,0,0,0,0
"55124","ENSMUSG00000101259.2",0,0,0,0,0,0,0,0
"55125","ENSMUSG00000100610.2",0,0,0,0,0,0,0,0
"55126","ENSMUSG00000101197.2",0,0,0,0,0,0,0,0
"55127","ENSMUSG00000102016.7",0,0,0,0,0,0,0,0
"55128","ENSMUSG00000101340.2",0,0,0,0,0,0,0,0
"55129","ENSMUSG00000099972.2",0,0,0,0,0,0,0,0
"55130","ENSMUSG00000101733.2",0,0,0,0,0,0,0,0
